DOCID,LEWISSPLIT,DATE,TOPICS,TITLE,BODY
4350,TRAIN,12-MAR-1987 13:01:12.17,[],emerson emr to issue new zealand notes,emerson electric co said it will issue about 56 mln dlrs us 1855 pct notes due 1989 it said interest and principal are payable in either new zealand or us dollars the notes will be offered through an underwriting syndicate managed by prudentialbache capital funding at an offering price of 100 pct proceeds will be used to retire commercial paper and for general corporate purposes reuter
4351,TRAIN,12-MAR-1987 13:03:16.57,['earn'],paradise fruit co inc parf year net,shr 86 cts vs 99 cts net 435610 vs 497160 sales 166 mln vs 177 mln note 1986 year net penalized 13 cts shr from loss of investment tax credits reuter
4352,TRAIN,12-MAR-1987 13:03:29.69,[],zenith ze seeks high court review on dumping,zenith electronics corp asked the us supreme court to consider its antidumping case against japanese television manufacturers in a complex case that dates to 1974 zenith has charged a group of japanese companies with violations of us antitrust and antidumping laws the us electronics company today said it asked the high court to review a 1986 lower court ruling that dismissed both the antitrust and antidumping portions of the case reuter
4353,TRAIN,12-MAR-1987 13:05:46.88,['earn'],samson energy co limited partnership sam year,net loss 14144000 vs loss 863000 revs 103 mln vs 167 mln notes 1986 loss includes writedown of 151 mln dlrs in the carrying value of oil and gas properties taken in the first quarter cash flow from operationswas 6237000 dlrs or 301 dlrs per unit vs 9315000 dlrs or 456 dlrs per unit reuter
4354,TRAIN,12-MAR-1987 13:07:04.88,[],frn market slumps fixed rate eurobond trade quiet,eurobond prices in the floating rate note sector slumped across the board by as much as a full point on some issues today has been irrational irresponsible possibly the worst day in what has been a dire six months for the floater market commented a senior frn trader at a uk bank republic of ireland frns were marked sharply down in initial trading and market nerves soon infected other supranational and sovereign paper with dealers attributing the falls to aggressive professional shorting by a few leading us investment houses the frn market has been suffering from acute contraction of liquidity and consequent drain of investor confidence since the effective collapse in the market for perpetual floating rate issues late last year since then frn specialists noted that retail interest has been sparse or completely absent and the stagnant market for floating rate paper has become increasingly vulnerable to manipulation with nerves affecting all variety of borrowers floating rate debt of us and canadian banks came under pressure last month when fears resurfaced about their exposure to latin american debt canadian banks were hard hit today fears about the irish economy exacerbated by recent postelectoral political wrangling in dublin prompted a selloff of ireland paper this morning with both dollar and markdenominated irish issues tumbling by a full point or more however frn dealers polled by reuters felt the irish issues had been singled out as the us and canadian banks were most recently as the markets most vulnerable sector a handful of professional houses are targetting the weak paper shorting it aggressively and this is just starting the domino effect with basically sound paper also starting to roll with it a senior frn market source explained although floating paper from betterregarded borrowers such as the uk managed to finish the day only around 10 basis points down other sovereigns like sweden and supranationals like eurofima suffered heavier losses frn dealers said debt exposure fears continued to undermine us and canadian bank paper with one uk house citing a fall of 158 point on the day on a royal bank of canada issue frn traders noted japanese investors initially enthusiastic floating rate debt buyers had lost confidence in the market and speculated that a crisis meeting such as the one called upon the collapse of the perpetuals could be imminent retail clients just dont want to know about the floaters any more so it has degenerated to a wily passtheparcel among the professionals all scheming to sweep the paper under the carpet another senior frn trader said i dont know what is going to happen to the market it cant go on like this he added in the fixedrate sector trading was dull with the market still attempting to digest a heavy volume of new issues from earlier this week although primary market activity slowed somewhat today trading and syndicate sources reported dollar straight bonds ended the day barely changed from opening levels as investors failed to react on the unexpectedly large 41 pct rise in us february retail sales prefering to wait for tomorrows producer price and business inventory data a 100 mln dlr deal for norsk hydro was launched later in the day and the issue was trading around its total two pct fees at close of grey market trade although dealers said the borrowers frequent appearance in the euromarkets could deter investors the canadian dollar sector however saw good twoway trade and a continuation of recent healthy volume as the canadian dollar rides high on the foreign exchanges and futures markets dealers said the strength of the canadian dollar which has firmed especially over the last two days has renewed end investors confidence in the currency a new canadian dollar issue for hydro quebec was seeing excellent demand sector specialists said and the issue was quickly increased to a total of 150 mln dlrs from 125 mln this kind of paper can be hard to sell and it is gratifying to see such a high level of interest both european and domestic canadian demand commented one trader at a canadian house eurosterling which has been in the limelight lately also on foreign exchange and currency bullishness slipped slightly senior eurosterling sources noted that bond prices fell back today more or less in line with losses seen on the uk government bond market around 58 point lower at the longer end of the eurosterling market dealers said overseas investors had not been buying today and predicted consolidation before next weeks uk budget a 55 mln stg convertible issue for confectioners rowntree mackintosh was well bid at 10458 10518 pct and expected to go well euroyen bonds showed a firmer tone led by some professional short covering from tokyo todays 23 billion deal for toyota motor credit with a 412 pct coupon was deemed tight however reuter
4355,TRAIN,12-MAR-1987 13:07:12.79,[],biomet bmet 3rd qtr revenues rise,biomet inc said its revenues for the third quarter ended february 28 were up 21 pct to 141 mln dlrs from 117 mln dlrs and nine month revenues were up 25 pct to 397 mln dlrs from 318 mln dlrs a year before reuter
4356,TRAIN,12-MAR-1987 13:10:17.58,"['grain', 'wheat']",lyng says no decision on soviet eep offer,us agriculture secretary richard lyng said the reagan administration had not decided on offering the soviet union subsidized wheat but that such an offer had not been ruled out in an interview with reuters lyng also said that he had no knowledge of any upcoming discussion of the matter within the cabinet asked if the administration had ruled out offering to subsidize wheat exports to the soviet union under the departments export enhancement program lyng said no we havent made a decision on it havent even talked about it havent even looked at it reminded that there have been reports that moscow would buy us wheat if competitively priced lyng responded if they the soviets would offer to buy some wheat would we accept it it would depend on what price they offered lyng added that he did not think the price of us wheat was far off the world price asked about persistent speculation that the administration would offer moscow a wheat subsidy lyng said some people think theyre doing it to see if they can get a little spurt in the market agriculture undersecretary daniel amstutz last week asked the commodity futures trading commission to investigate reports that wheat prices were being manipulated by reports that a us wheat subsidy offer was imminent reuter
4357,TRAIN,12-MAR-1987 13:10:42.40,['earn'],acceleration corp acle 4th qtr,shr 22 cts vs 19 cts net 11 mln vs 994000 year shr 83 cts vs 60 cts net 43 mln vs 31 mln note1985 net includes tax loss carryforward gain of 8000 dlrs reuter
4358,TRAIN,12-MAR-1987 13:11:24.17,['earn'],energy optics inc 2nd qtr jan 31 net,shr profit nil vs loss five cts net profit 232 vs loss 124380 revs 143397 vs 61901 1st half shr profit one ct vs loss 10 cts net profit 15722 vs loss 264539 revs 354843 vs 120403 reuter
4359,TRAIN,12-MAR-1987 13:12:43.02,[],synercom synr holders ok liability limitation,synercom technology inc said shareholders at the annual meeting approved the limnitation of directors liability in certain circumstances in accordance with delaware law reuter
4360,TRAIN,12-MAR-1987 13:13:07.85,['acq'],blue gass breeders blgr completes acquisition,blue grass breeders inc said it has completed the acquisition of equine enterprises inc for four mln common shares it said it is obligated to deliver another 2741660 shares on the attainment of a certain level of shareholders equity during any fiscal quarter within 12 months of closing if all the contingent shares are issued blue grass said former owners of equine will have a 75 pct interest in blue grass equine is a new mexico quarter horse breeding and racing company reuter
4361,TRAIN,12-MAR-1987 13:13:13.33,['earn'],digimed corp 2nd qtr dec 31 loss,shr loss two cts vs loss five cts net loss 17334 vs loss 51507 sales 245560 vs 179839 avg shrs 1136785 vs 1046785 six mths shr profit four cts vs loss 17 cts net profit 47749 vs loss 174373 sales 721937 vs 284809 avg shrs 1136785 vs 1046785 reuter
4362,TRAIN,12-MAR-1987 13:14:23.02,[],enviropact viro in nasdaq national expansion,enviropact inc said its stock has been included for listing in the national association of securities dealers nasdaq national market system effective march 17 reuter
4363,TRAIN,12-MAR-1987 13:14:35.92,['earn'],flight international group inc flti 3rd qtr,periods ended january 31 shr profit 22 cts vs loss 26 cts net profit 439000 vs loss 522000 revs 5600000 vs 3859000 nine mths shr profit 46 cts vs loss three cts net profit 912000 vs loss 59000 revs 146 mln vs 183 mln note year ago revenues include 400000 dlrs in quarter and 2227000 dlrs in nine months from operations of subsidiary sold in april 1986 reuter
4364,TRAIN,12-MAR-1987 13:15:17.78,['earn'],nord est plans 400 mln franc bond issue,financial and industrial holding company nord est plans to make a convertible bond issue for a total of 400 mln francs president gustave rambaud said he told a news conference nordest expected to receive approval from the bourse supervisory body cob in the next two week when terms would set according to market conditions he said the issue was meant to boost capital ahead of new investments rambaud said the company would pay a 1986 dividend of 525 francs unchanged on 1985 parent company net profit last year rose to 995 mln francs against 711 mln in 1985 provisional consolidated profits were lower at 185 mln francs compared with 200 mln in 1985 of which 120 mln against 147 mln was attributable to the group he said the lower profit was mainly due to losses made by steeltube maker vallourec in which nord est has a 125 pct stake rambaud said he forecast a 1987 parent company net profit before provisions of around 135 mln francs reuter
4365,TRAIN,12-MAR-1987 13:18:30.31,['crude'],solvex solv shell canada shc pact complete,solvex corp said it successfully completed its oil sands pilot testing program under its agreement with shell canada limited shc and received a 250000 us dlr bonus payment it also said that shell canada exercised its option to take over solvexs 25 pct working interest in the construction of the oil facility relieving it of its obligation to raise about 625 mln canadian dlrs for plant construction it said 30 pct of that loan was guaranteed by the government of alberta in exchange for shells participation solvex said shell is obligated to pay it an upfront royalty and a running royalty based on the operating profits of the oil sands facility it said the shell canada 7500 barrel per day oil sands project will be built on shells oil sand lease about 40 miles north of fort mcmurray in the athabasca region of northern alberta solvex said the project will cost about 260 mln canadian dlrs it said that following a final feasibility study the plant should open in the early 1990s when oil prices are expected to exceed 20 us dlrs per barrel reuter
4366,TRAIN,12-MAR-1987 13:18:57.93,['bop'],spain has 68 mln dlr january payments surplus,spain had a 68 mln dlr current account balance of payments surplus in january compared with a 556 mln deficit in december and 370 mln surplus in january last year bank of spain figures show the trade deficit rose to 664 mln dlrs in january from 146 mln in january 1986 reuter
4367,TRAIN,12-MAR-1987 13:19:17.13,"['crude', 'acq']",union pacific unp in partnership with pdvsa,union pacific corp said it will enter a 5050 partnership with petroles de venezuela pdvsa to own and operate union pacifics 160000 barrelperday corpus christi texas oil refinery the assests to be acquired by the partnership are valued at 190 mln dlrs union pacific said closing is expected to take place in early april and the venture is to be called champlin refining co the partnership will acquire the refining and distribution systems currently owned and operated by champlin petroleum a wholly owned subsidiary of union pacific the venture will acquire the related inventories and the champlin trade name the company said pdvsa and union pacific will each contribute half the capital required by the venture and arrange a revolving credit facility with us and foreign banks to finance inventories and receivables union pacific said petroles de venezuela also signed a 25year agreement to supply at least 140000 bpd of venezulean crude oil and naphtha to the refinery at market related prices under various options the in the agreement pdvsa could supply another 50000 bpd on similar terms the company said this will provide a stable longterm supply to the refinery at competitive costs thereby assuring the economic viability of the plant a statement issued by union pacific said the statement said the agreement with pdvsa will enable the company to supply a steady flow of refined products to its customers union pacific said employees of the refinery would be transfered to the new company and would retain the same benefits as in the past reuter
4368,TRAIN,12-MAR-1987 13:19:50.18,[],scott instruments scti to stress marketing,scott instruments corp said it has decided to concentrate on marketing new applications of its existing research it said it will realize cost savings from the reduction of manufacturing and marketing staff and overhead expenses the company said it will seek to license its coretechs vet 3 speech recognition product to other companies and have them provide manufacturing market development distribution and support activities in the industrial market it said it is near completion of talks for a british company to distribute vet 3 in britain and europe reuter
4369,TRAIN,12-MAR-1987 13:21:47.76,['acq'],purolator pcc director quits over buyout,a purolator courier corp director resigned from the companys board saying he plans to take steps to make or find an offer that tops the 265 mln dlr buyout deal already accepted by purolators board the company said the director doresy gardner resigned in a march 10 letter to the purolator board which was included in a filing made by the company to the securities and exchange commission gardner noted that the terms of the merger agreement in which the company would bought out by a group of its managers and ef hutton lbo inc bar directors from taking action to solicit initiate or encourage acquisition proposals i as a shareholder wish to solicit initiate or encourage such an offer or indication of interest and believe therefore that i should resign as a director of the corporation gardner said in the letter accordingly i hereby resign as a director of purolator courier corp effective immediately he said gardner said he believes shareholders could get a better deal than the buyout offer if the company would agree to be sold to some other entity or if it could sell off all or part of its us courier division on march 4 another purolator shareholder rodney shields filed a class action suit on behalf of the companys shareholders charging the company and its board with breaching their fiduciary duty by failing to take steps to ensure that shareholders got the highest possible price in the buyout the deal would give shareholders 35 dlrs a share in cash if just 83 pct of purolators 76 mln shares are tendered if more are tendered they would receive 29 dlrs in cash and six dlrs in debentures and a warrant to buy stock in the new company in exchange for each share reuter
4370,TRAIN,12-MAR-1987 13:23:26.32,['earn'],unr industries inc unriq 4th qtr net,shr profit 75 cts vs profit 25 cts net profit 2742962 vs profit 936333 sales 749 mln vs 701 mln year shr profit 105 dlrs vs loss 107 dlrs net profit 3868888 vs loss 3931580 sales 2993 mln vs 2811 mln reuter
4371,TRAIN,12-MAR-1987 13:24:46.45,['acq'],century telephone ctl to sell properties,century telephone enterprises inc said it has accepted an offer to sell its cable television properties in michigan tennessee florida arkansas and louisiana for a substantial gain the company said details were not disclosed reuter
4372,TRAIN,12-MAR-1987 13:26:52.71,['earn'],volt information sciences inc volt 1st qtr,shr 12 cts vs seven cts net 817000 vs 512000 revs 1075 mln vs 999 mln avg 69 mln vs 72 mln note 1987 net includes 24 mln dlr pretax gain on settlement 743000 dlrs gain on securities sale interest expense net of investment income of 22 mln dlrs and 920000 dlrs in fiscal 1986 change of european operations method resulted in pretax translation losses of 11 mln dlrs in 1987 period ended january 30 reuter
4373,TRAIN,12-MAR-1987 13:27:33.66,[],magma mgcpv stock transferability limited,newmont mining corp nem said magma copper cos certificate of incorporation and bylaws have been restated to limit the transferability of the companys stock in an information statement on its decision to distribute magma stock as a dividend newmont said the changes will impede any change of control of magma it said this has been done by authorizing two closses of common stock 60 mln class a shares with one vote each and 381 mln class b shares with four votes each in the dividend of one magma share for each newmont share outstanding announced tuesday class b shares are being distributed newmont is distributing 30458100 magma shares or 80 pct of the class b common to its shareholders it said this stock will be transferable as class b stock until one entity acquires over 10 pct of the shares any shares over 10 pct of those outstanding will automatically be changed by the transfer agent to class a stock newmont said the company said there are two exceptions under the bylaws the 15 pct of magmas stock it is retaining and the 21 pct which will be held by consolidated gold fields plc as a result of its ownership of that portion of newmont however newmont secretary roger adams said any additional magma shares acquired by newmont or consolidated will automatically become class a shares none of the authorized class a shares is being distributed at this point newmont said the company also said five pct of magmas stock is being held in trust for members of magmas management newmont said magmas restated certificate of incorporation also limits change in control of the company by dividing the board into three classes serving staggered terms newmont said the new magma rules also provide that shareholder action can be taken only at shareholder meetings prohibiting shareholder action by written consent and include fair price provisions limiting combinations with any holder of more than 10 pct of magmas voting power reuter
4374,TRAIN,12-MAR-1987 13:28:09.56,['earn'],paradise fruit parf sets lower dividend,paradise fruit co inc said its board declared a dividend of 25 cts per share payable march 31 to holders of record march 19 the company last paid 50 cts per share in january 1986 and before that paid 60 cts in january 1985 paradise said commercial bank lending agreements it entered into in june 1986 include retained earnings requirements that limit the amount of earnings available for distribution to shareholders reuter
4375,TRAIN,12-MAR-1987 13:28:25.60,[],digitext digt plans unit offering,digitext inc said it signed a letter of intent covering a planned 12 mln dlr unit offering consisting of preferred stock and warrants to purchase common stock the company said it expects to file a registration statement covering the offering with the securities and exchange commission within the next 60 days reuter
4376,TRAIN,12-MAR-1987 13:28:29.84,['earn'],canada malting co ltd year net,oper shr 130 dlrs vs 151 dlrs oper net 406 mln vs 417 mln sales 1463 mln vs 1559 mln note 1985 excludes extraordinary loss of 745 mln dlrs or 270 dlrs per share reuter
4377,TRAIN,12-MAR-1987 13:28:43.47,[],varian var gets 19 mln dlr subcontract,varian associates inc said it received a 19 mln dlr subcontract from general electric co ge for 36 100 kilowatt transmitters to be used in the air forces advanced anfps118 overthehorizon backscatter radar systems nearly 15 mln dlrs was funded immediately varian said reuter
4378,TRAIN,12-MAR-1987 13:29:29.97,['earn'],north american holding corp nahl 3rd qtr net,dec 31 end shr profit nil vs loss four cts net profit 6891 vs loss 590460 revs 6518133 vs 2521884 avg shrs 131 mln vs 120 mln nine mths shr profit six cts vs loss seven cts net profit 772703 vs loss 758620 revs 201 mln vs 7599017 avg shrs 132 mln vs 109 mln reuter
4379,TRAIN,12-MAR-1987 13:30:06.71,[],melville mes names chief financial officer,melville corp said it elected robert huth as executive vice president and chief financial officer succeeding kenneth berland on april six berland will continue as vice chairman and chief administrative officer huth is a partner in the accounting firm of peat marwick mitchell and co reuter
4380,TRAIN,12-MAR-1987 13:30:29.53,['earn'],general host corp gh sets quarterly,qtly div six cts vs six cts prior pay april three record march 23 reuter
4381,TRAIN,12-MAR-1987 13:31:17.49,[],us auto output said down this week,automobile production by us manufacturers this week will be 25 pct below output for the same week last year according to automotive news the trade paper said 167942 cars will be made in the united states this week down from 172348 during last years week production will also be below last weeks level when 173596 cars were made the paper estimated truck output this week will be 79784 vehicles ahead of the 76059 units made during the same week last year but behind the 80424 trucks made last week reuter
4382,TRAIN,12-MAR-1987 13:32:15.01,"['grain', 'corn', 'wheat']",ussoviet grain accord questioned by lyng,us agriculture secretary richard lyng said he was not sure a longterm ussoviet grain agreement would be worth extending when it expires next year it hasnt been worth much in the last two yearsthey havent lived up to the agreement as i see it lyng said in an interview with reuters it would be my thought that its not worth any effort to work out an agreement with someone who wants the agreement to be a onesided thing he said however lyng said he did not want to make a definitive commitment one way or another at this point under the accord covering 198388 the soviets agreed to buy at least nine mln tonnes of us grain including four mln tonnes each of corn and wheat moscow bought 68 mln tonnes of corn and 153000 tonnes of wheat during the third agreement year which ended last september and this year has bought one mln tonnes of corn lyng said he had no knowledge of how much us grain moscow would buy this year ive seen people making comments on that and i dont know how they know unless they talk to the soviets he said i have no knowledge and i really dont think anyone other than the soviets have any knowledge lyng said he thought the soviets bought us corn last month because they needed it and because the price was right our corn has been pretty reasonably priced and i think theyve always found that our corn was good he said reuter
4383,TRAIN,12-MAR-1987 13:33:12.59,[],morocco secures bulk of extra aid sought,morocco is likely to get an extra aid package exceeding 100 mln special drawing rights 126 mln dlrs in 1987 following a threeday consultative group meeting of donors chaired by the world bank moroccan finance minister mohamed berada said berrada said most of the extra aid sought to complete high priority investments in agriculture education and public health had already been secured and additional sums were likely to emerge from forthcoming bilateral meetings with donors a world bank statement said the consultative group meeting attended by 15 donor countries and agencies noted with satisfaction a marked improvement in moroccos economic performance and urged it to continue recent adjustment efforts it added that the group saw as realistic moroccos mediumterm goal of restoring creditworthiness on financial markets and agreed to reconvene in a year to discuss moroccos five year development strategy for 198892 introduced in its broad outlines at this weeks meeting morocco reached an agreement here last week with the paris club of western creditor governments to reschedule over 10 years the 900 mln dlrs of debt due by mid 1988 that followed an agreement late last year to reschedule 18 billion dlrs of commercial bank debt moroccos foreign debt currently totals 14 billion dlrs berrada said adding that morocco intended to stop rescheduling its debts and pay them off instead he told reuters the forthcoming fiveyear development plan designed to avoid the negative effects of adjustment without growth could require further aid of 700 or 800 mln dlrs reuter
4384,TRAIN,12-MAR-1987 13:34:41.73,['earn'],grow group inc gro sets quarterly,qtly div 712 cts vs 712 cts prior pay april 30 record april 15 reuter
4385,TRAIN,12-MAR-1987 13:35:01.74,['earn'],digimed corp 2nd qtr dec 31 loss,shr loss 15 cts vs loss five cts net loss 17334 vs loss 51507 sales 245560 vs 179839 six mths shr profit four cts vs loss 17 cts net profit 47749 vs loss 174373 sales 721937 vs 284809 reuter
4386,TRAIN,12-MAR-1987 13:35:48.41,['crude'],powerine refinery to resume operations,powerine oil co said its refinery here will resume operation today with initial crude oil runs of 20000 barrels per day powerine a privatelyheld company said it expects the refinery to become fully operational by may with crude oil throughput at 35000 bpd initial oil products deliveries are scheduled for monday powerine said the refinery had been closed due to a change of ownership the company said reuter
4387,TRAIN,12-MAR-1987 13:41:55.19,['earn'],trinity industries inc trn sets quarterly,qtly div 1212 cts vs 1212 cts prior pay april 30 record april 15 reuter
4388,TRAIN,12-MAR-1987 13:42:55.22,['earn'],coastal bancorp csbk sets quarterly,qtly div five cts vs five cts prior pay april 15 record march 30 reuter
4389,TRAIN,12-MAR-1987 13:43:00.41,['earn'],idaho power co ida sets quarterly,qtly div 45 cts vs 45 cts prior pay may 20 record april 24 reuter
4390,TRAIN,12-MAR-1987 13:43:39.50,[],,
4391,TRAIN,12-MAR-1987 13:44:20.11,[],distillers dr knows no reason for stock move,national distillers and chemical corp said it was unable to explain a sharp rise in its stock national distillers rose 318 to 6334 in moderate trading of 84000 shares texas investor robert m bass recently filed a 13d with the securities and exchange commission disclosing a stake of more than five pct john salisbury vice president and general counsel of national distillers said there were no new developments concerning bass salisbury also said the company continues efforts to sell its liquor business and several potential buyers have inspected the properties robert reitzes analyst at mabon nugent and co said national distillerss wine and liquor business combined might be sold for between 600 and 700 mln dlrs the company completed sale of its almaden wine business to heublein inc earlier this week but did not disclose any figures heublein is owned by grand metropolitan plc reitzes said he reiterated a buy recommendation on the stock yesterday calling it the biggest commodity chemical play in the industry he said recently increased polyetylene prices appear to be holding reuter
4392,TRAIN,12-MAR-1987 13:44:34.69,"['oilseed', 'soybean']",us soybean marketing loan not needed lyng,us agriculture secretary richard lyng said a marketing loan for soybeans would serve no present purpose because the us price is not above the world price asked in an interview if it was time to consider a marketing loan for soybeans lyng said i dont think so i dont think the world price is lower than our price anyway however the usda secretary said that if current conditions of surplus production persisted it might be appropriate to consider a marketing loan i suppose that under that condition there is a danger our exports will continue to drop and that the government will continue to accumulate large stocks of soybeans he said it might be worth contemplating a marketing loan if there were a world market that was lower than our market reuter
4393,TRAIN,12-MAR-1987 13:45:44.77,[],us issues verification proposals at arms talks,the united states made its proposals for verifying adherence to a prospective treaty on medium range nuclear weapons and in a highly unusual move made public the outlines of its recommendations state department spokesman charles redman told reporters the proposals were made to the soviet union at geneva arms control talks today the proposals included onsite inspection that could result in inspectors from the two superpowers being stationed permanently on the territory of the other reuter
4394,TRAIN,12-MAR-1987 13:45:59.19,[],nyfe seat sold for 200 dlrs,the new york stock exchange said a seat on the new york futures exchange sold for 200 dlrs which is unchanged from the previous sale made yesterday the nyse said the current bid is 200 dlrs and the current offer is 300 dlrs reuter
4395,TRAIN,12-MAR-1987 13:47:32.06,[],british telecom bty unit to offer software,british telecommunications plcs dialcom unit said it will begin next month to sell a software package that allows computers made by different manufacturers to send and receive electronicmail messages the software which is based on the x400 international standard recommendation will be marketed internationally dialcom said in addition the company said data general corp dgn agreed to conduct engineering tests of the software in the united states data general is a strong proponent of the x400 standard reuter
4396,TRAIN,12-MAR-1987 13:47:58.74,[],us house democrat gop budget writers meet,in a step that could lead to a breakthrough in the drafting of next years federal budget democratic and republican members of the house budget committee met behind closed doors to explore the possibility of a bipartisan budget lawmakers said no conclusions were reached on whether the two sides would be able to get together on a budget outline the lawmakers said after the meeting broke up panel democrats reconvened behind closed doors for further talks reuter
4397,TRAIN,12-MAR-1987 13:49:28.65,['earn'],united stationers inc ustr sets dividend,qtly dividend six cts vs six cts pay april 15 record march 31 reuter
4398,TRAIN,12-MAR-1987 13:49:48.25,['earn'],lincoln national corp lnc sets quarterly,qtly div 54 cts vs 54 cts prior pay may one record april 10 reuter
4399,TRAIN,12-MAR-1987 13:50:13.99,['earn'],petrie stores corp pst sets quarterly,qtly div 1712 cts vs 1712 cts prior pay april 20 record april 2 o reuter
4400,TRAIN,12-MAR-1987 13:52:57.94,[],morocco secures bulk of extra aid sought,morocco is likely to get an extra aid package exceeding 100 mln special drawing rights 126 mln dlrs in 1987 following a threeday consultative group meeting of donors chaired by the world bank moroccan finance minister mohamed berada said berrada said most of the extra aid sought to complete high priority investments in agriculture education and public health had already been secured and additional sums were likely to emerge from forthcoming bilateral meetings with donors a world bank statement said the consultative group meeting attended by 15 donor countries and agencies noted with satisfaction a marked improvement in moroccos economic performance and urged it to continue recent adjustment efforts it added that the group saw as realistic moroccos mediumterm goal of restoring creditworthiness on financial markets and agreed to reconvene in a year to discuss moroccos five year development strategy for 198892 introduced in its broad outlines at this weeks meeting morocco reached an agreement here last week with the paris club of western creditor governments to reschedule over 10 years the 900 mln dlrs of debt due by mid 1988 that followed an agreement late last year to reschedule 18 billion dlrs of commercial bank debt moroccos foreign debt currently totals 14 billion dlrs berrada said adding that morocco intended to stop rescheduling its debts and pay them off instead he told reuters the forthcoming fiveyear development plan designed to avoid the negative effects of adjustment without growth could require further aid of 700 or 800 mln dlrs reuter
4401,TRAIN,12-MAR-1987 13:53:06.02,['acq'],desoto dso sells industrial chemical assets,desoto inc said it sold the plant inventory and certain other assets of some of its industrial chemical operations to plastic specialities and technologies inc a privatelyheld company headquartered in parsippany new jersey terms were not disclosed desotos industrial chemical operations are based in fort worth texas and has annual sales of about 17 mln dlrs reuter
4402,TRAIN,12-MAR-1987 13:53:42.83,[],data tapes erased in vw fraud chairman says,volkswagen ag vowgf supervisory board chairman karl gustaf ratjen said entire data tapes had been erased and complete programs altered in forged transactions amounting to around 480 mln marks in this case a degree of criminal energy has been brought into play which until now was unimaginable in a german company he said in a radio interview he could not completely rule out the possibility that losses would exceed 500 mln marks but said there were currently no signs that they would be higher than the 480 mln announced on tuesday some 70 to 80 mln marks had probably been lost through disregard for internal instructions he added but did not elaborate however the remainder had definitely been lost through criminal action and forgery in 1984 ratjen said the affair would lead to consequences up to the board room he would recommend that those under suspicion of being involved in criminal acts would have to go immediately those who had not exercised checking functions sufficiently would also have to go but volkwagen management board chairman carl hahn was not involved in the affair he said a volkswagen spokesman said the company had made sufficient provision in previous years to cover the losses from the fraud its 1986 profit would therefore match 1985 world group net profits of 5956 mln marks volkwagen disclosed the existence of the fraud on tuesday saying it was possible that documents about currency hedging had been falsified and that those responsible may have come from outside volkswagen and may have been assisted by company staff criminal complaints on suspicion of fraud breach of trust and forgery of documents had been filed it added the company spokesman said the supervisory board would meet on april 9 to examine the precise extent of the losses and to approve the yearend results ratjen said it was important for volkwagen to maintain a degree of internal integrity on account of its 200000 employees particularly as shop floor elections were coming up on the one hand one fights for every single mark of income and here is a case where hundreds of millions are being just thrown away he added reuter
4403,TRAIN,12-MAR-1987 13:54:00.68,[],imf development banks to assist ecuador,it could be months before major assistance is provided for earthquakestricken ecuador although the international monetary fund and the development banks have already taken the first steps monetary sources and us officials said they said the imf had informed the ecuadorean government that it was prepared under its emergency system to provide about 50 mln dlrs or about 25 per cent of the countrys quota in the agency but it is up to ecuador to request the money at the same time the world bank and the interamerican development bank have dispatched missions to the region hit by last thursdays quake to determine what the countrys needs are and how they can speed up disbursement of funds from programs already approved the world bank estimates that of the over one billion dlrs it has approved for ecuador in recent years some 277 mln dlrs has yet to be disbursed and a portion of this could potentially be made available the bank said that the programs it has approved are for rural development agriculture water and sewerage electrical power and others if the assistance that is needed can be fit into these general categories the funds could be then provided for from expedited disbursements reuter
4404,TRAIN,12-MAR-1987 13:57:22.97,['earn'],safeguard health sfgd 4th qtr loss,shr loss 30 cts vs profit 12 cts net loss 2374000 vs profit 970000 revs 157 mln vs 134 mln year shr loss 13 cts vs profit 46 cts net loss 1054000 vs profit 3425000 revs 618 mln vs 499 mln note full name safeguard health enterprises inc current qtr and year figures include 29 mln dlr reserve for estimated loss from proposed divestment of onethird of existing 40 offices reuter
4405,TRAIN,12-MAR-1987 13:57:52.72,['rubber'],rubber talks chairman cites slight progress,there has been slight progress towards reaching a rubber pact the chairman of a united nations conference on a new international natural rubber agreeement inra manaspas xuto of thailand said there has been some slight progress but it is not the end of the road yet he said the conference which began monday is seen as the last effort to adopt an accord to replace the current one which expires in october some 40 producing and consuming countries are taking part in the twoweek meeting xuto said if the key outstanding issues are not resolved by tomorrow he would hold weekend meetings at the beginning of the conference the fourth such meeting in nearly two years xuto said it was imperative to settle those issues this week so that technical drafting work can be done next week conference sources said it is highly unlikely that producers will accept a pact that will provide for any possible downward adjustment of the floor price as proposed by consumers under certain circumstances the sources said this means that any possible adjustment would centre on the reference price and the may buy or may sell and must buy or must sell levels without changing the lower indicative price or floor price of 150 malaysiansingapore cents a kilo in the present pact the present fiveday average of the indicator price is around 192 malaysiansingapore cents consumers are seeking an adjustment of the reference price set in the current accord at 20166 malaysiansingapore cents a kilo and of the lower indicative price if the buffer stock currently 360000 tonnes rises to 450000 tonnes consumers want price reviews at 12month intervals instead of the 18 at present and the price revision mechanism to respond automatically to market trends at present if the market price has been above or below the reference price for six months the reference price is revised by five pct or by an amount decided by the international natural rubber organisation council consumers say that in these circumstances the adjustment be automatic at five pct or more producers have resisted reducing the role of the council in the price adjustment procedure and have expressed concern that changes proposed by consumers would weaken the present pact reuter
