DOCID,LEWISSPLIT,DATE,TOPICS,TITLE,BODY
4891,TRAIN,13-MAR-1987 12:43:29.39,[],white house said holding off decision on budget,congressional budget leaders are asking president reagan to join in a bipartisan effort or even a summit to write a new budget but white house chief of staff howard baker said no decision has been made yet a senate source said the request for white house cooperation was made yesterday by senate budget committee chairman lawton chiles at a meeting with baker the source said the appeal came as the senate budget committee made plans to start drafting next tuesday a fiscal 1988 budget plan that democrats controlling congress hope to get through both chambers by april 15 house democrats have been meeting privately and will continue discussions on tuesday to develop a plan for the full committee which holds its first drafting meeting thursday reagans own budget was submitted in january but congress generally has rejected it as unrealistic with the congressional budget office saying the deficit is understated and should be a more realistic 134 billion dlrs among major controversial decisions that congress has to make are levels of deficit deductions to meet the grammrudman budget law target of cutting the estimated 171 billion dlr deficit for 1988 to 108 billion dlrs a key decisions is the amount of new revenues reagan proposed some 22 billion dlrs in asset sales and excise taxes as part of a deficit cutting plan reagan who opposes new taxes refuses to say he is advocating higher taxes through his revenue scheme the grammrudman law sets fixed deficit targets for congress with the aim of wiping out huge deficits by 1991 but over the past two years deficits have exceeded the targets the senate source said that chiles asked for cooperation to avoid clashes when the senate and house budget committees start writing separate budget plans for congressional approval starting next week the source said chiles told baker if you start working sooner rather than later you have a chance to do something before everyone gets locked in baker has had conversations about the budget problem with senator pete domenici of new mexico the senior republican on the senate budget committee and with house speaker jim wright baker reportedly said that he plans to have further talks with other republicans and house budget committee chairman william gray before the the white house decides what it is going to do if anything the source said house sources said that gray who has been pushing the idea of a budget summit with reaganis anxious to work with the white house to get a compromise budget plan besides reaching decisions on actual spending and revenue levels in a new budget congressmen are considering adjusting or redefining the targets of the grammrudman law to make them more realistic reagan presented about 36 billion dlrs in spending delays cuts and revenues he said will reach 108 billion dlrs gray has said that if congress approves 36 billion dlrs in reductions the deficit would be 134 billion dlrs realistically because of what he says are more accurate economic assumptions reuter
4892,TRAIN,13-MAR-1987 12:46:52.18,['earn'],divi hotels nv dvh 3rd qtr net,shr profit 36 cts vs profit 14 cts net profit 1162000 vs profit 464000 revs 166 mln vs 113 mln nine mths shr loss 89 cts vs loss 79 cts net loss 2988000 vs loss 2673000 revs 351 mln vs 251 mln note nine months fiscal 1987 includes extraordinary gain of 16 cts per share reuter
4893,TRAIN,13-MAR-1987 12:47:56.62,['acq'],bally bly considering sale of six flags,bally manufacturing corp said it is considering the sale of its six flag theme amusement park unit and would use the proceeds to pay off debt in addition to the possible sale of the amusement parks bally plans to sell a minority stake in its health club chain to the public the company will register a proposed offering with the securities and exchange commission for 20 to 30 pct of the health clubs soon spokesman william peltier told reuters selling six flags is definitely under consideration peltier said in response to an inquiry he said the company would use much of the income from the amusement park chain were it to be sold to repay debt six flags might sell for as much as 300 mln dlrs analysts said the health club chain the nations largest is valued at 350 to 375 mln dlrs they said bally reportedly already has been approached about six flags by several prospective buyers the company needs the cash to begin paying back a 16 mln dlrs mountain of debt bally recently completed a 439 mln dlrs acquisition of the golden nugget casino hotel in atlantic city from golden nugget inc gngn the purchase pushed its longterm debt to 16 billion dlrs or almost 27 times its equity of 600 mln dlrs ballys 325unit health and tennis clubs had revenues in 1986 of more than 450 mln dlrs or about 28 pct of ballys total revenues of 164 billion dlrs bally acquired six flags for 1474 mln dlrs in january 1982 from penn central corp bally bought the great america theme park in gurnee ill in may 1984 for 1132 mln dlrs from marriott corp mhs in 1986 the parks had pretax operating profit of 486 mln dlrs on revenues of 3694 mln dlrs the clubs and equipment unit combined to post operating profit of 604 mln dlrs on revenues of 4756 mln dlrs in 1986 of which 4562 mln came from the clubs the company earlier this month said it will take a charge to earnings in the first quarter of 173 mln dlrs as a result of its deal to buy back 26 mln of its common shares from real estate developer donald trump under a february 21 deal bally agreed to buy the 26 mln of the 306 mln shares held by trump at 24 dlrs a share or 624 mln dlrs plus 62 mln dlrs related expenses in exchange for trump not seeking control of the company for 10 years the deal also requires bally to buy trumps remaining shares for 33 dlrs a share if the stock price does not reach that level by february 21 1988 reuter
4894,TRAIN,13-MAR-1987 12:48:28.42,['acq'],franklin resources ben says net may double,franklin resources inc said it believes earnings could double this year as compared to a year ago when the company reported income of 32 mln dlrs on 143 mln dlrs in revenues franklin resources is a financial services company its fiscal year ends september 30 reuter
4895,TRAIN,13-MAR-1987 12:49:52.36,[],evanssoutherland escc sells convertible debt,evans and southerland computer corp is raising 50 mln dlrs through an offering of convertible subordinated debentures due 2012 with a 612 pct coupon and par pricing said sole manager hambrecht and quist inc the debentures are convertible into the companys common stock at 4850 dlrs per share representing a premium of 2436 pct over the stock price when terms on the debt were set noncallable for two years the issue is rated bplus by standard and poors corp reuter
4896,TRAIN,13-MAR-1987 12:50:10.58,[],cocacola enterprises cce options on cboe,the chicago board options exchange said it will begin trading call and put options march 16 on cocacola enterprises inc it said options will trade on the february quarterly expiration cycle with initial exercise prices set at 15 1712 and 20 and position limits of 8000 contracts on the same side of the market it said the new listing augments the exchanges trading of cocacola co ko reuter
4897,TRAIN,13-MAR-1987 12:50:22.68,[],ussr livestock may be in good shapeus report,soviet livestock herds are possibly in better shape than expected after the recent harsh winter the us agriculture counselor in moscow said livestock procurement levels for january and february were recently reported in a soviet agriculture newspaper to be up five pct from year ago levels an attache report said these procurement levels are surprisingly normal given the harshness of the 198687 winter indicating neither abnormal distress slaughter nor subnormal livestock product output while the overwintering period is not over yet the worst of it is and herds are possibly in better shape than expected the counselor said a healthy livestock sector will keep soviet feed demand strong and impact ussr grain imports analysts said january livestock procurement levels were up only 16 pct indicating a turn around in february an agriculture department analyst of the soviet union said the analyst said an easing of the cold weather in february coupled with heavy amounts of grain fed to the animals would account for the rise in procurements theres no question that the soviet livestock is in good shape he said reuter
4898,TRAIN,13-MAR-1987 12:52:34.94,['sugar'],cuba sugar crop seen at least same as last year,cuban sugar export figures for january suggest that this years crop may be at least as large as last years 735 mln tonnes according to sugar analysts exports in january totalled 733000 tonnes raw value up from 725000 a year earlier according to figures received by the international sugar organization january is the first major export month and the figures thus give a good indication of the current crop they said fourth quarter exports fell to 622000 tonnes from 909000 tonnes a year earlier but this was because cuba was destocking at the end of 1985 they added trade house c czarnikow recently estimated production this year at 750 mln tonnes cuban sugar production in the third quarter of 1986 was 12000 tonnes giving a final 198586 crop total of 735 mln tonnes compared with a 198485 crop of 810 mln tonnes there is normally no third quarter production in cuba but a hurricane meant that last years crop was extended exports to the ussr were substantially down in january at 362000 tonnes from 489000 in january 1986 but other comecon countries received 210000 tonnes against 80000 tonnes in the same month last year figures received by the iso show bulgaria czechoslovakia poland and romania all took substantially more cuban sugar cubas november 1986 exports totalled 158000 tonnes compared with 190000 tonnes in 1985 and decembers total was 237000 tonnes down from 518000 tonnes the year before calendar year exports for 1986 were also lower at 669 mln tonnes against 721 mln in 1985 the lowest level since 1980s 619 mln tonnes the figures show reuter
4899,TRAIN,13-MAR-1987 12:55:48.82,[],american honda has higher early march sales,american honda motor co inc said its domestic sales for the first 10 days of march totaled 4394 as compared to 3786 a year earlier it said yeartodate sales rose to 52143 from 31686 last year reuter
4900,TRAIN,13-MAR-1987 12:56:04.10,['earn'],helmerich and payne inc hp increases div,qtly div 10 cts vs nine cts payable june one record may 15 reuter
4901,TRAIN,13-MAR-1987 12:56:20.79,['earn'],holly corp hoc 2nd qtr jan 31 loss,shr loss 45 cts vs profit 20 cts net loss 1841000 vs profit 983000 revs 562 mln vs 1029 mln six mths shr loss 13 cts vs profit 80 cts net loss 534000 vs profit 44 mln revs 1214 mln vs 2093 mln note six months fiscal 1987 includes loss of 17 cts per share from discontinued operations per share figures also reflect partial threeforone stock split effected december 1985 reuter
4902,TRAIN,13-MAR-1987 12:57:10.14,[],midland unit pulls out of equity market making,midland bank plc mdbll said its greenwell montagu securities unit would pull out of equity market making and concentrate instead on providing a broker dealer and agency service for its clients the operation has become the first major casualty in the london markets since deregulation last october abolished fixed commissions and allowed the merging of broking and jobbing operations into market making activities a spokesman said greenwell montagu gilt edged which is a primary gilt edged market maker and greenwell montagu stockbrokers were not affected by the decision the market making operation had encountered much greater competition than had been expected in the postbig bang period the spokesman added although midland considered that the operation would be viable in the long term it would require the concentration of greater resources than could be justified for an operation that was not a core midland activity he confirmed greenwell montagu securities had been losing money in past months the pull out from market making would be conducted in an orderly fashion in the near future there might also be some job losses he said without giving any details market sources said it was no great surprise that a market maker had pulled out as the intensity of competition had suggested for some time that sooner or later someone would decide to withdraw they said some retreat by greenwell had been likely because of its losses and added there also been speculation that it could pull out of market making in gilts also the move was unlikely to have any major impact on market confidence as the occasional speculation in the past few weeks had had little impact analysts said commission rates on institutional equity trades have dropped sharply in the five months since deregulation with some firms covering some of their reduced profits by trading on their own account in a recent report greenwell montagu research said those who have made profits are either immensely clever or immensely lucky some are already approaching the pain barrier others are prepared to tough it out but until some players withdraw from the market it will be difficult to improve profitability dealers said the pace of withdrawals was likely to speed up in the next year and would intensify if the threemonth bull run on the london stock exchange petered out reuter
4903,TRAIN,13-MAR-1987 12:57:54.86,['trade'],white house says trade bill generally good,white house spokesman marlin fitzwater said the administration had some disagreements with the trade bill that cleared a house subcommittee yesterday but generally felt good about the bill generally we feel very good about the bipartisan consideration of the trade legislation i think we are progressing very well he told reporters there are wide areas of agreement there are some areas of disagreement he said reuter
4904,TRAIN,13-MAR-1987 12:59:22.58,['acq'],sunter acquisition begins tender for allegheny international inc,
4905,TRAIN,13-MAR-1987 13:01:39.20,"['grain', 'corn']",us conservation signup seen 10 to 12 mln acres,grain traders and analysts look for a 10 to 12 mln acre signup in the usdas conservation reserve program scheduled to be announced after 1400 cst today the usda probably will accept about 80 to 90 pct of the acres submitted they said total enrollment in the first three years of the program is only 89 mln acres so the sharp increase expected this year has underpinned new crop corn futures all week however some analysts said a 10 to 12 mln acre signup may end up being negative to new crop corn prices citing trade talk earlier this year that 14 to 15 mln acres may be submitted by farmers also acres setaside under the conservation program are by definition poor yielding so the impact on total corn production will be minimal they added reuter
4906,TRAIN,13-MAR-1987 13:05:13.38,[],mobil mob long term debt down in 1986,mobil corp made a 15 pct reduction in its long term debt in 1986 from the previous year according to data in its 1986 annual report mobil chairman allen e murray said in his report to shareholders that lower debt and our strong cash and marketable securities position improves mobils flexibility long term debt as of december 31 1986 was put at 79 billion dlrs down 15 pct from 93 billion dlrs on the same day in 1985 mobil has moved to reduce debt at high interest rates which may reduce interest payments murray said that with the results from 1986 were paying back 38 billion dlrs in the past two years or the equivalent of 66 pct of the debt incurred in 1984 when we bought superior oil mobil said that it has about 183 mln dlrs of long term debt which is due in 1987 although this will rise appreciably to 12 billion dlrs of long term debt due in 1988 at the end of 1986 mobil said it also had an existing effective shelf registration with the securities and exchange commmission to permit the sale of 205 mln dlrs of debt mobils debt reduction program has also been abetted by several steps taken by the company to restructure its operations mobils murray said in his remarks to shareholders that the company was continuing to dispose of assets which did not fit the companys long range plans and had realized some 11 billion dlrs from the sale of its container corp subsidiary murray said that as a result of lower debt and more efficient operations the company is now is a position to seize opportunities that may become available and use this strength in whatever way best builds shareholder value reuter
4907,TRAIN,13-MAR-1987 13:06:16.23,[],union phoenix steel unable to reach agreement,phoenix steel corp said it and the union representing workers at its seamless tubing mill in phoenixville penn were unable to reach agreement to extend the union contract that expires march 31 phoenix said the union rejected its offer to extend a labor agreement through may 30 and a medical insurance agreement for active employees through june 30 the company said no further bargaining sessions are planned between it and united steelworkers local 2322 reuter
4908,TRAIN,13-MAR-1987 13:06:36.62,['acq'],irish oil concern boosts cenergy crg stake,bryson oil and gas plc a belfast northern ireland oil company which has said it is considering seeking control of cenergy corp said it raised its stake in the company to 1281887 shares or 132 pct of the total in a filing with the securities and exchange commission bryson said it bought 440000 cenergy common shares on march 10 at eight dlrs each previously it had held 841887 shares or 85 pct bryson has request detailed shareholder information from cenergy in case it decided to communicate with shareholders but it said cenergy has made legal challenges to the request reuter
4909,TRAIN,13-MAR-1987 13:06:39.85,[],unum corp unm sets quarterly,qtly div 10 cts vs 10 cts prior pay may 20 record april 27 reuter
4910,TRAIN,13-MAR-1987 13:08:10.74,['acq'],sunter begins tender for allegheny ag,allegheny international inc said sunter acquisititon corp formed by first boston inc began a cash tender offer in accordance with their previously announced merger agreement for all the outsanding shares of alleghenys common stock 219 dlr cumulative preference stock and 1125 dlrs convertible preferred stock the offer expires april 9 unless extended under terms of the agreement tendering shareholders will receive 2460 dlrs per common share 20 dlrs per preference share and 8750 dlrs per preferred share allegheny said the offer is conditioned upon the valid tender of stock representing a majority of the voting power and at least twothirds of outstanding shares of preference stock and preferred stock the merger agreement was announced earlier this week reuter
4911,TRAIN,13-MAR-1987 13:08:30.43,['earn'],transit financial holdings inc 4th qtr net,shr 35 cts vs 13 cts net 531840 vs 188362 revs not given year shr 83 cts vs 41 cts net 1249000 vs 620000 revs 10800000 vs 5600000 reuter
4912,TRAIN,13-MAR-1987 13:08:43.78,[],lyphomed lmed sells convertible debentures,lyphomed inc is raising 70 mln dlrs through an offering of convertible subordinatred debentures due 2012 with a 512 pct coupon and par pricing said lead manager alex brown and sons inc the debentures are convertible into the companys common stock at 3625 dlrs per share representing a premium of 2775 pct over the stock price when terms on the debt were set noncallable for two years the issue is rated bb by standard and poors corp montgomery securities comanaged the deal reuter
4913,TRAIN,13-MAR-1987 13:09:07.66,[],iadb chief says without sustained latin growth there will eventually be a default,
4914,TRAIN,13-MAR-1987 13:10:38.30,['earn'],sporting life inc splf 2nd qtr jan 31 net,oper shr loss six cts vs profit four cts oper net loss 58388 vs profit 34101 revs 2419203 vs 2145967 1st half oper shr profit six cts vs profit 18 cts oper net profit 61763 vs profit 172166 revs 5731582 vs 4458040 note prior year net excludes extraordinary credits of 4500 dlrs in quarter and 46000 dlrs in half current quarter net includes 47470 dlr tax credit reuter
4915,TRAIN,13-MAR-1987 13:12:12.36,[],dutch investment bank raises 310 billion yen loan,de nationale investeringsbank nv of the netherlands has signed a 31 billion yen bullet loan agreement arranger mitsubishi bank europe sa said the fiveyear term loan carries an interest rate of japanese long term prime rate flat it features a swap agreement but a mitsubishi bank spokesman declined to give further details the lenders are mitsubishi bank ltd and one other japanese financial institution which the spokesman declined to name mitsubishi said the loan was believed to be the first the borrower has raised in yen reuter
4916,TRAIN,13-MAR-1987 13:14:23.59,[],iadb chief warns of eventual latin default,antonio ortiz mena president of the interamerican development bank warned that if latin countries were unable to speed up their economic growth then in the long run there would be a default he told a press conference foreshadowing the banks annual meeting next week for the banks it is convenient to be repaid but to achieve that the countries need to grow if they dont then in the long run there will be a default ortiz mena warned that latin america needed to reverse the capital outflows from the region and beyond that needed more resources ortiz mena declined to agree with estimates that capital outflows from latin america last year totaled 35 billion dlrs and that therefore he was calling for an inflow into the region above that sum he said the us debt strategy which envisaged stepped up lending by commercial and multilateral banks to major debtor nations of 29 billion dlrs over three years was insufficient to achieve the necessary rates of growth but he did stress the us plan was important and the right approach ortiz mena said it is in the interest of the creditors not only the debtors to push forward the development process in latin america and that has happened he added the only problem is the resources have not been enough turning to brazil whose growth rate he predicted will decline slightly this year from 1986 ortiz mena said the countrys moratorium was the right action in order to avert a long term default so its preferable they negotiate now a move which would eliminate any chance of panic in the markets ortiz mena also said that brazilian authorities have opened negotiations already with commercial banks he pointed out brazil took the action because of its deteriorating economic situation reuter
4917,TRAIN,13-MAR-1987 13:14:33.02,[],fda recall monsantomct unit oral contraceptive,the food and drug administration said monsanto cos mct gd searle and co unit is voluntarily recalling all lots of its gynex oral contraceptives the fda said some of the blisterpack cards that house the birth contol pills may contain out of sequence tablets in the 28daycycle package it said other 21daycycle packages may be missing some tablets if oral contraceptives are taken in the wrong order or skipped the likelihood of pregancy increases the fda said said the recall affects 315000 packages of the pills which were distributed nationwide since the drug was first distributed in february the fda said searle believes only a small number of pacakges about 2000 to 3000 were dispensed to consumers the fda also said the labeling on the product indicates that gynex oral contraceptives are manufactured and packaged by corona pharmaceutical of corona calif for gd searle and co reuter
4918,TRAIN,13-MAR-1987 13:15:37.12,['acq'],investment firms cut cyclops cyl stake,a group of affiliated new york investment firms said they lowered their stake in cyclops corp to 200500 shares or 50 pct of the total outstanding from 260500 shares or 64 pct in a filing with the securities and exchange commission the group led by mutual shares corp said it sold 60000 cyclops common shares since february 26 reuter
4919,TRAIN,13-MAR-1987 13:17:27.81,[],amsterdam bourse said delaying drexel membership,the amsterdam stock exchange today declined to comment on a press report saying drexel burnham lambert incs request for membership had been delayed pending investigation by the us securities and exchange commission the exchange was replying to reuters inquiries after the leading dutch evening daily nrc handelsblad published a report this evening quoting an unnamed bourse official as saying drexels application was delayed while the firm was under investigation by the sec it usually takes the bourse one to two months to process a membership application the official said adding its been going on for three to four months with drexel so draw your own conclusions were not particularly worried about the contents of the application but we think the timing is somewhat unfortunate the nrc quoted the official as saying drexel is currently under investigation by the sec in connection with insider trading activities by ivan boesky and dennis levine last november a month after the company applied for permission to deal in dutch equity an exchange spokesman said there was nothing unusual about the processing period of drexels application adding that he would not comment on any company before all documents had been studied by the bourse board a spokesman from drexels london branch which is dealing with the application said the delay was of a purely technical nature in drexels head office in new york reuter
4920,TRAIN,13-MAR-1987 13:18:28.38,['earn'],argyll energy corp year loss,shr loss 141 dlrs vs profit 27 cts net loss 8225052 vs profit 1566936 revs 4028231 vs 6725462 note 1986 shr and net after 6606646 dlr writedown on property and other assets reuter
4921,TRAIN,13-MAR-1987 13:18:57.75,[],nederlandse gasunie in 328 billion yen loan deal,nv nederlandse gasunie of the netherlands has signed a 328 billion yen bullet loan agreement arranger mitsubishi bank europe sa said the interest rate on the 512 year loan is the japanese long term prime rate flat the loan has a swap agreement but a bank spokesman declined to give further details the lenders are mitsubishi bank ltd and another japanese financial institution which the spokesman declined to name reuter
4922,TRAIN,13-MAR-1987 13:20:44.63,['earn'],transit financial sees 1987 share profit rise,transit financial holdings inc earlier reporting higher fourth quarter and full year earnings said it expects 1987 share profit to increase to 127 dlrs from 83 cts in 1986 the company said the 1987 share forecast is based on 25 mln shares outstanding after a one mln common share issue on december 30 1986 its 1986 and 1985 earnings were based on 15 mln shares outstanding the company earlier reported 1986 profit rose to 1249000 dlrs or 83 cts a shares from yearearlier 620000 dlrs or 41 cts a share reuter
4923,TRAIN,13-MAR-1987 13:20:53.30,[],cme board plan said not answer to dual trading,a proposal by the chicago mercantile exchanges cme board of directors to restrict dual trading by stockindex futures floor brokers would not provide a solution to alleged abuses in the market house small business committee chief economist john helmuth said helmuth worked on legislation offered earlier this week by rep neil smith diowa to ban dual trading in the standard and poors 500 stock index futures trading pit last night the cme board recommended curbing but not banning dual trading in s and p 500 futures and options the cme board rejected a petition presented in february by some members seeking an outright ban on dual trading whereby floor brokers trade for their own accounts as well as for customers helmuth said the boards proposal would not prevent traders from falsifying the record that shows the times of their trades helmuth predicted smiths bill would be closely examined by the house energy and commerce committee chaired by rep john dingell rmichigan dingell and his staff were unavailable for comment reuter
4924,TRAIN,13-MAR-1987 13:27:39.34,[],american motors corp early march us car sales off 57 pct,
4925,TRAIN,13-MAR-1987 13:29:03.45,['interest'],san paolo di torino cuts prime rate to 1250 pct from 1300 pct official,
4926,TRAIN,13-MAR-1987 13:29:42.68,[],pegasus gold pgulf reduces debt,pegasus gold inc said it cut its long term debt to 85 mln dlrs from 100 mln dlrs when its european bondholders voluntarily converted some of their debt holdings into 15 mln shares of pegasus common the company said the debt converted represents about 40 pct of the total 60 mln swiss franc convertible debentures it completed last fall in addition pegasus said it began mining and processing operations at its zortmanlandusky mine one month ahead of schedule pegasus said it completed the first phase of its 1987 super pad ahead of schedule as well allowing the mining company to load up to 75 mln tons of new ore on the pad pegasus estimated that 1987 production at the zortmanlandusky mine will be about 80000 ounces of gold and 225000 ounces of silver reuter
4927,TRAIN,13-MAR-1987 13:31:47.42,[],liffe executive greets sec move on futures trade,a decision by the us securities and exchange commission to remove a key regulatory obstacle to trading foreign debt futures on us exchanges was a constructive development london international financial futures exchange liffe chief executive michael jenkins said the sec yesterday agreed to remove the regulation against trading futures in designated foreign government debt securities on markets not located in the issuing country jenkins said the decision cleared the way for the chicago board of trade possibly to trade uk long gilt futures and a japanese yen bond contract the cbot is now likely to proceed with an application to trade gilts to the commodity futures trading commmission cftc he said reuter
4928,TRAIN,13-MAR-1987 13:34:32.41,[],president reagan vows no tax rate increase as long as he is president,
4929,TRAIN,13-MAR-1987 13:35:10.38,['money-supply'],canadian money supply m1 rises 592 mln dlrs in week bank of canada said,
4930,TRAIN,13-MAR-1987 13:37:05.47,['earn'],holly corp hoc 2nd qtr jan 31 loss,shr loss 45 cts vs profit 20 cts net loss 1841000 vs profit 983000 revs 562 mln vs 1029 mln avg shrs 4127000 vs 4835000 1st half oper shr four cts vs 80 cts oper net 172000 vs 4359000 revs 1214 mln vs 2093 mln avg shrs 4127000 vs 5439000 note current half net excludes 706000 dlr loss from discontinued oil and natural gas operations share adjusted for threeforone stock split and recapitalization in december 1985 prior year net both periods includes pretax charge of 2300000 dlrs from recapitalization costs reuter
4931,TRAIN,13-MAR-1987 13:37:26.75,[],chrysler c canada sets more cash rebates,chrysler canada ltd wholly owned by chrsyler corp said it added some car and truck models to the companys cash rebate program and discontinued the models from its 39 pct financing plan chrysler canada said effective march 16 it will offer a 750 dlr cash rebate on 1986 and 1987 dodge aries and plymouth reliant sales it will also offer a 500 dlr rebate to buyers of 1986 and 1987 tursimo and charger cars as well as ram 50 and power ram 50 trucks the financing plan on the models will be discontinued march 15 reuter
4932,TRAIN,13-MAR-1987 13:37:34.17,[],high point sells debt and stock contracts,high point financial corp is raising six mln dlrs through an offering of redeemable subordinated debentures due 1997 yielding 865 pct said sole underwriter ryan beck and co the debentures have an 812 pct coupon and were priced at 99 to yield 147 basis points more than comparable treasuries high point also sold 666 mln dlrs of cancellable mandatory stock purchase contracts that require the purchase on march 1 1997 of the companys common stock at 23 dlrs per share high point is trading at 22 dlrs a share in the overthecounter market according to ryan beck reuter
4933,TRAIN,13-MAR-1987 13:37:48.68,['acq'],cyclops cyl will not give data to group,cyclops corp said its board rejected a request by cyacq corp an investor group for more nonpublic information about cyclops a maker of specialty steels and an electronics retailer cyclops cited its agreement to be acquired by britains dixons group plc for 9025 dlrs a share under a tender offer that expires midnight march 17 cyacq comprising audiovideo affiliates inc citicorp capital investors ltd and other investors yesterday said it would increase its tender offer for cyclops to 9250 dlrs a share from 80 dlrs subject to certain conditions the conditions were that cyclops provide cyacq with nonpublic data given to dixons and that cyacq be satisfied with financial projections made by dixons in its offer cyclops also said its board determined that cyacqs announcement was not an offer cyacqs press release does not amend cyacqs outstanding tender offer which remains at 80 dlrs per share and it does not state that cyacq has financing commitments necessary to carry out its original offer or any increased offer that it may make cyclops said in a statement its agreements with dixons are binding and dixons indicated it will not rescind or waive any provisions of the pacts cyclops said the company also said it was advised that dixons shareholders approved the merger satisfying that condition of the agreement reuter
4934,TRAIN,13-MAR-1987 13:37:57.97,['earn'],san juan racing association inc sjr 3rd qtr,shr 22 cts vs 22 cts net 915911 vs 970141 revs 80 mln vs 80 mln nine months shr 69 cts vs 56 cts net 30 mln vs 24 mln revs 235 mln vs 221 mln note1987 3rd qtr and nine months include extraordainry gain of 341145 dlrs and 480412 dlrs respectively on sale of land reuter
4935,TRAIN,13-MAR-1987 13:38:10.76,[],status game stgm to produce condom machines,status game corp said it has started making condom vending machines which it will start distributing within the next 30 days it said initially it will place the machines in the 1200 nevada locations in which it has other vending machines but it said it has already received a substantial number of inquiries from potential customers in europe canada and the us including two large english breweries which each operates over 5000 pubs reuter
4936,TRAIN,13-MAR-1987 13:40:02.27,[],occidental oxy unit in marketing plan,occidental petroleum corps natural gas pipeline co of america unit said it has introduced a fast break plan for expedited processing of requests for interruptible natural gas transportation service it said under fast break customers submitting streamlined service requests will receive interim transportation agreements and in most cases have gas flowing within seven working days reuter
4937,TRAIN,13-MAR-1987 13:41:07.75,['acq'],edelman cuts lucky stores lks stake to 48 pct,a group led by new york investor asher edelman said he lowered its stake in lucky stores inc lks to 1827734 shares or 48 pct of the total outstanding common stock from 1930734 shares or 51 pct in a filing with the securities and exchange commission the edelman group said it sold 103000 lucky stores common shares on march 9 and 10 at prices ranging from 28625 to 30375 dlrs a share so long as edelmans stake is below five pct he is not required to report his dealings in lucky stores stock reuter
4938,TRAIN,13-MAR-1987 13:41:43.89,['money-supply'],canadian money supply rises in week,canadian narrowlydefined money supply m1 rose 592 mln dlrs to 3336 billion dlrs in week ended march 4 bank of canada said m1a which is m1 plus daily interest chequable and nonpersonal deposits rose 778 mln dlrs to 7595 billion dlrs and m2 which is m1a plus other notice and personal fixedterm deposit rose 109 billion dlrs to 17795 billion dlrs m3 which is nonpersonal fixed term deposits and foreign currency deposits of residents booked at chartered banks in canada rose 113 billion dlrs to 21728 billion dlrs chartered bank general loans outstanding rose 500 mln dlrs to 12554 billion dlrs canadian liquid plus short term assets fell 244 mln dlrs to 3512 billion dlrs and total canadian dollar major assets of the chartered banks rose 257 mln dlrs to 22153 billion dlrs chartered bank net foreign currency assets rose 782 mln dlrs to minus 876 mln dlrs notes in circulation totalled 1628 billion dlrs up 45 mln dlrs from the week before government cash balances rose 137 billion dlrs to 568 billion dlrs in week ended march 11 government securities outstanding fell three mln dlrs to 22408 billion dlrs in week ended march 11 treasury bills rose 600 mln dlrs to 7515 billion dlrs and canada savings bonds fell 294 mln dlrs to 4405 billion dlrs reuter
4939,TRAIN,13-MAR-1987 13:43:47.46,"['grain', 'corn']",ussr heavy buyers of yugoslav cornus report,the soviet union has been a heavy buyer of yugoslav corn since october purchasing close to 15 mln tonnes in the 198687 marketing year according to a report from the us agriculture counselor in belgrade approximately 15 mln tonnes of yugoslav corn have already been committed to foreign buyers for 198687 with most of this sold to the soviet union the yugoslav grain association reported to the us official in a report dated march 10 the official said that about 800000 tonnes of the corn has been delivered with the balance of 700000 tonnes to be shipped between now and june an additional 500000 tonnes of corn can be shipped from julyseptember the grain associaiton said so total yugoslav corn exports could reach 20 mln tonnes the counselor said heavier than normal monthly shipping rates for yugoslav corn exports are due to the increased use of river barges for exporting corn to the soviet union the counselor said monthly corn shipments out of yugoslavia have averaged around 160000 tonnes since october 1 higher than earlier estimates of 150000 the official said the soviet union has taken an increased share of yugoslav corn sales during this marketing year he said reuter
4940,TRAIN,13-MAR-1987 13:44:16.50,[],reagan vows to block tax hike in his presidency,president reagan told a group of supporters his pledge to veto a tax hike is solid adding there will be no tax rate increase in the 100th congress while he did not mention house speaker jim wright by name reagan said that some members of congress were urging that taxes be raised im sorry but thats just not going to happen said reagan were not going to break faith with the american people i promise you tax reform will go ahead as scheduled the president added all these tax hike schemes have as much chance of flying as a dead duck he said reagan combined his stronglystated opposition to a tax hike with a warning to congress to meet the deficit reduction targets set by the grammrudmanhollings budget control law failure to do so he said would jeopardize a continuation of the current favorable economic climate reuter
4941,TRAIN,13-MAR-1987 13:45:14.12,['rubber'],us makes conciliatory move at rubber pact talks,the us has dropped its insistence that the floor price in a new international natural rubber agreement inra be revised downward under certain circumstances conference sources said the surprise conciliatory move by the us meets one of the producers main concerns that the floor price or lower indicative price remain unchanged they said it is not clear however whether all consuming countries will follow suit as a number of them in particular britain west germany and belgium appeared to have strong reservations the sources added the group of consumers has been seeking an adjustment of the lower indicative price set at 150 malaysiansingapore cents a kilo in the present pact if the buffer stock currently 360000 tonnes rises to 450000 tonnes the sources said the question of to what extent price adjustments should be automatic remains a problem conference chairman manaspas xuto of thailand has been holding consultations with producers and consumers throughout the day the consumers group is now holding a separate meeting ahead of further consultations within the presidents group tonight reuter
